age,annual_income,net_worth,savings_rate,debt_ratio,employment_years,investment_experience_years,time_horizon_years,emergency_fund_months,employment_status,primary_goal,liquidity_need,resources_used,q1,q2,q3,q4,q5,risk_tolerance,risk_capacity,combined_score,investor_type,stocks_target,bonds_target,cash_target,alts_target,curr_stock,curr_bonds,curr_cash,curr_alts
28,12650,182628,0.202,0.411,8,2,12,3,self-employed,retirement,low,online,3,3,3,5,2,0.63,0.266,0.5,moderate,0.605,0.263,0.088,0.044,0.552,0.231,0.15,0.066
29,12693,184072,0.064,0.408,6,4,20,5,employee,wealth_generation,low,books,3,1,3,2,2,0.44,0.295,0.388,moderate,0.625,0.25,0.083,0.042,0.667,0.223,0.078,0.032
31,12707,186172,0.107,0.319,9,1,10,4,retired,retirement,low,online,1,2,3,3,3,0.45,0.29,0.391,moderate,0.591,0.273,0.091,0.045,0.6,0.275,0.126,0.0
21,12728,186431,0.167,0.396,0,7,10,4,employee,education,medium,books,3,2,3,3,3,0.55,0.281,0.414,moderate,0.591,0.273,0.091,0.045,0.63,0.311,0.038,0.02
21,12737,189134,0.171,0.147,0,3,9,5,employee,income,medium,online,3,3,4,4,3,0.67,0.394,0.543,moderate,0.583,0.278,0.093,0.046,0.576,0.297,0.081,0.046
30,12739,189222,0.212,0.219,13,12,2,5,employee,income,low,books,4,3,3,3,3,0.65,0.343,0.535,moderate,0.521,0.319,0.106,0.053,0.533,0.344,0.094,0.029
29,12774,190936,0.176,0.311,10,8,17,2,retired,wealth_generation,low,online,2,1,3,4,2,0.45,0.31,0.367,moderate,0.625,0.25,0.083,0.042,0.61,0.268,0.088,0.034
29,12822,194354,0.172,0.427,6,1,11,4,employee,retirement,high,online,4,1,2,5,3,0.57,0.269,0.449,moderate,0.598,0.268,0.089,0.045,0.599,0.242,0.083,0.076
29,12869,194508,0.26,0.319,5,4,12,4,employee,education,medium,online,3,3,4,2,4,0.64,0.322,0.523,moderate,0.605,0.263,0.088,0.044,0.615,0.256,0.114,0.014
24,12891,194901,0.144,0.403,2,8,7,1,employee,education,low,online,3,4,2,5,3,0.67,0.272,0.533,moderate,0.567,0.288,0.096,0.048,0.628,0.24,0.102,0.03
29,12910,196104,0.096,0.25,9,5,17,5,employee,wealth_generation,low,online,2,3,4,4,3,0.62,0.368,0.503,moderate,0.625,0.25,0.083,0.042,0.65,0.301,0.05,0.0
29,12911,200777,0.079,0.342,13,7,17,2,employee,wealth_generation,high,online,4,3,4,3,1,0.63,0.323,0.495,moderate,0.625,0.25,0.083,0.042,0.648,0.239,0.079,0.033
24,12948,200950,0.133,0.561,0,14,12,5,retired,home_purchase,low,online,2,3,3,3,3,0.55,0.191,0.412,moderate,0.605,0.263,0.088,0.044,0.64,0.254,0.087,0.02
37,12949,201029,0.197,0.12,16,5,21,1,employee,retirement,low,none,4,3,1,5,1,0.57,0.444,0.498,moderate,0.625,0.25,0.083,0.042,0.611,0.218,0.114,0.058
30,12959,202011,0.033,0.472,13,5,4,4,self-employed,retirement,low,online,4,1,4,3,3,0.59,0.226,0.403,moderate,0.541,0.306,0.102,0.051,0.562,0.302,0.105,0.032
22,12961,203625,0.069,0.267,5,11,17,1,employee,wealth_generation,low,advisor,1,4,3,4,4,0.61,0.36,0.521,moderate,0.625,0.25,0.083,0.042,0.575,0.263,0.087,0.075
31,12962,205034,0.061,0.312,15,4,12,3,employee,wealth_generation,medium,books,3,3,2,3,4,0.59,0.326,0.477,moderate,0.605,0.263,0.088,0.044,0.621,0.225,0.071,0.082
23,13007,205218,0.17,0.429,4,1,7,1,retired,wealth_generation,low,online,2,1,2,4,3,0.44,0.239,0.375,moderate,0.567,0.288,0.096,0.048,0.532,0.327,0.078,0.064
31,13058,205541,0.1,0.227,14,3,4,2,employee,wealth_generation,low,books,4,1,1,3,4,0.5,0.346,0.421,moderate,0.541,0.306,0.102,0.051,0.578,0.265,0.088,0.07
33,13068,207618,0.08,0.23,9,15,8,7,retired,wealth_generation,high,advisor,1,4,4,3,4,0.62,0.325,0.504,moderate,0.575,0.283,0.094,0.047,0.583,0.274,0.091,0.052
23,13106,207785,0.171,0.269,6,15,19,1,self-employed,wealth_generation,low,books,3,3,4,5,2,0.67,0.35,0.488,moderate,0.625,0.25,0.083,0.042,0.605,0.26,0.066,0.07
32,13140,208066,0.209,0.024,8,3,17,3,employee,retirement,low,online,3,2,3,3,4,0.58,0.48,0.558,moderate,0.625,0.25,0.083,0.042,0.655,0.258,0.088,0.0
30,13152,208235,0.12,0.258,14,7,14,4,employee,retirement,medium,friends,4,4,4,2,2,0.68,0.358,0.535,moderate,0.619,0.254,0.085,0.042,0.617,0.254,0.085,0.044
32,13179,208327,0.168,0.182,10,2,4,1,self-employed,wealth_generation,low,advisor,3,3,5,1,4,0.65,0.35,0.526,moderate,0.541,0.306,0.102,0.051,0.543,0.377,0.08,0.0
37,13186,209001,0.058,0.473,16,9,24,1,retired,income,medium,friends,4,2,2,3,1,0.5,0.251,0.396,moderate,0.625,0.25,0.083,0.042,0.665,0.228,0.107,0.0
26,13198,210221,0.273,0.082,5,3,8,1,employee,wealth_generation,medium,books,4,5,3,2,2,0.69,0.424,0.573,moderate,0.575,0.283,0.094,0.047,0.597,0.269,0.112,0.022
24,13211,210477,0.121,0.244,7,1,13,4,employee,wealth_generation,medium,online,2,2,4,5,2,0.57,0.362,0.489,moderate,0.612,0.259,0.086,0.043,0.62,0.244,0.066,0.07
23,13231,211322,0.375,0.497,7,11,18,6,self-employed,wealth_generation,low,books,2,2,3,3,3,0.5,0.24,0.396,moderate,0.625,0.25,0.083,0.042,0.67,0.234,0.059,0.037
23,13246,211322,0.313,0.447,0,4,4,5,self-employed,home_purchase,high,advisor,3,4,4,4,3,0.72,0.237,0.533,moderate,0.541,0.306,0.102,0.051,0.623,0.289,0.082,0.007
27,13275,212991,0.213,0.335,4,2,14,7,employee,wealth_generation,medium,advisor,3,2,4,3,4,0.62,0.321,0.463,moderate,0.619,0.254,0.085,0.042,0.614,0.313,0.017,0.056
29,13284,213766,0.018,0.292,12,12,2,4,employee,retirement,low,books,1,3,3,2,4,0.5,0.313,0.449,moderate,0.521,0.319,0.106,0.053,0.539,0.345,0.075,0.042
29,13304,213806,0.162,0.178,10,10,4,7,employee,wealth_generation,low,books,3,5,3,3,3,0.7,0.369,0.564,moderate,0.541,0.306,0.102,0.051,0.569,0.288,0.142,0.0
32,13340,214166,0.054,0.211,13,9,16,2,employee,wealth_generation,low,online,2,4,3,3,2,0.57,0.387,0.507,moderate,0.625,0.25,0.083,0.042,0.64,0.251,0.04,0.069
28,13378,215081,0.252,0.084,11,14,5,3,employee,home_purchase,medium,books,4,2,2,3,2,0.53,0.415,0.48,moderate,0.55,0.3,0.1,0.05,0.561,0.327,0.075,0.037
35,13383,217825,0.216,0.374,11,6,10,3,student,retirement,low,none,2,3,4,4,4,0.65,0.263,0.463,moderate,0.591,0.273,0.091,0.045,0.555,0.311,0.058,0.075
26,13395,218606,0.304,0.195,7,2,7,1,employee,retirement,low,online,3,3,4,1,3,0.58,0.37,0.572,moderate,0.567,0.288,0.096,0.048,0.573,0.29,0.112,0.025
41,13405,219091,0.174,0.322,22,1,10,5,retired,wealth_generation,medium,advisor,4,3,2,3,2,0.58,0.292,0.469,moderate,0.591,0.273,0.091,0.045,0.588,0.271,0.103,0.038
31,13425,222554,0.157,0.207,12,4,3,0,unemployed,retirement,medium,online,4,4,3,3,4,0.73,0.307,0.513,moderate,0.531,0.312,0.104,0.052,0.523,0.299,0.098,0.08
23,13432,224029,0.157,0.246,3,1,16,4,employee,home_purchase,medium,online,4,2,1,3,4,0.55,0.37,0.475,moderate,0.625,0.25,0.083,0.042,0.602,0.271,0.101,0.026
22,13441,224176,0.131,0.279,0,7,3,3,student,wealth_generation,low,online,1,3,4,3,5,0.6,0.286,0.463,moderate,0.531,0.312,0.104,0.052,0.534,0.344,0.093,0.029
30,13466,225561,0.147,0.382,11,0,19,0,unemployed,wealth_generation,low,online,4,3,3,3,3,0.65,0.273,0.494,moderate,0.625,0.25,0.083,0.042,0.616,0.232,0.111,0.041
26,13507,226043,0.18,0.148,8,6,14,2,self-employed,wealth_generation,low,none,2,2,1,3,5,0.48,0.396,0.397,moderate,0.619,0.254,0.085,0.042,0.571,0.292,0.079,0.057
31,13526,228771,0.271,0.223,15,3,10,2,employee,wealth_generation,low,friends,1,3,3,3,4,0.53,0.366,0.465,moderate,0.591,0.273,0.091,0.045,0.657,0.267,0.058,0.018
30,13537,229513,0.172,0.108,13,5,20,7,retired,education,medium,none,2,1,2,2,1,0.32,0.415,0.332,conservative,0.417,0.417,0.125,0.042,0.377,0.394,0.166,0.063
27,13537,229805,0.237,0.074,8,9,6,4,student,retirement,low,friends,3,2,3,3,2,0.52,0.378,0.507,moderate,0.559,0.294,0.098,0.049,0.557,0.323,0.033,0.087
23,13539,232086,0.239,0.297,0,5,7,3,employee,retirement,low,online,4,3,3,4,3,0.68,0.324,0.535,moderate,0.567,0.288,0.096,0.048,0.567,0.292,0.09,0.051
20,13545,232312,0.157,0.138,4,5,5,1,employee,wealth_generation,low,online,3,2,2,3,2,0.48,0.392,0.466,moderate,0.55,0.3,0.1,0.05,0.55,0.315,0.074,0.061
25,13627,232340,0.123,0.062,4,20,9,3,self-employed,home_purchase,medium,online,4,3,4,2,2,0.63,0.421,0.573,moderate,0.583,0.278,0.093,0.046,0.563,0.278,0.085,0.074
32,13638,232344,0.181,0.444,11,10,28,0,employee,wealth_generation,medium,online,5,3,4,2,3,0.71,0.296,0.558,moderate,0.625,0.25,0.083,0.042,0.704,0.211,0.047,0.038
29,13644,232719,0.143,0.271,11,7,5,5,retired,education,low,none,4,1,5,3,2,0.6,0.302,0.486,moderate,0.55,0.3,0.1,0.05,0.524,0.307,0.112,0.058
21,13647,232908,0.052,0.11,0,8,18,1,unemployed,home_purchase,medium,books,3,4,2,2,3,0.58,0.391,0.537,moderate,0.625,0.25,0.083,0.042,0.56,0.249,0.135,0.056
28,13647,233668,0.129,0.057,10,8,14,4,employee,retirement,medium,friends,3,3,3,4,3,0.63,0.458,0.543,moderate,0.619,0.254,0.085,0.042,0.615,0.272,0.059,0.055
29,13660,234119,0.352,0.102,13,0,2,4,self-employed,wealth_generation,low,friends,2,3,5,3,4,0.66,0.382,0.571,moderate,0.521,0.319,0.106,0.053,0.535,0.293,0.117,0.056
23,13673,234852,0.036,0.249,6,1,23,3,employee,home_purchase,medium,books,2,3,4,4,4,0.65,0.388,0.533,moderate,0.625,0.25,0.083,0.042,0.625,0.244,0.086,0.044
28,13688,235749,0.193,0.322,9,9,26,4,employee,wealth_generation,high,online,2,4,5,2,2,0.62,0.357,0.518,moderate,0.625,0.25,0.083,0.042,0.61,0.275,0.102,0.013
28,13690,236071,0.232,0.311,9,5,22,5,unemployed,wealth_generation,low,none,3,3,3,2,4,0.6,0.312,0.449,moderate,0.625,0.25,0.083,0.042,0.635,0.212,0.131,0.021
22,13714,236158,0.183,0.116,5,1,11,2,employee,education,low,friends,2,2,3,2,1,0.41,0.421,0.375,moderate,0.598,0.268,0.089,0.045,0.584,0.327,0.072,0.016
29,13725,237115,0.167,0.308,8,4,6,4,employee,education,low,books,3,4,3,1,4,0.62,0.318,0.497,moderate,0.559,0.294,0.098,0.049,0.577,0.293,0.071,0.059
30,13730,240826,0.196,0.225,9,2,9,4,retired,wealth_generation,low,none,4,3,3,4,5,0.74,0.333,0.609,moderate,0.583,0.278,0.093,0.046,0.558,0.281,0.093,0.068
33,13732,241236,0.139,0.246,15,14,13,2,employee,retirement,low,books,4,3,2,3,4,0.64,0.364,0.524,moderate,0.612,0.259,0.086,0.043,0.589,0.226,0.127,0.058
33,13732,241430,0.056,0.382,17,3,9,1,self-employed,wealth_generation,low,books,3,2,4,2,4,0.59,0.278,0.516,moderate,0.583,0.278,0.093,0.046,0.584,0.255,0.11,0.051
21,13733,241475,0.293,0.198,0,2,15,2,retired,retirement,low,books,3,1,3,3,4,0.53,0.361,0.474,moderate,0.625,0.25,0.083,0.042,0.631,0.229,0.064,0.076
23,13753,241921,0.14,0.117,4,8,17,6,employee,retirement,low,online,3,2,3,2,3,0.52,0.439,0.482,moderate,0.625,0.25,0.083,0.042,0.652,0.288,0.042,0.018
30,13769,243769,0.186,0.426,6,7,6,2,employee,wealth_generation,low,friends,2,3,5,5,2,0.66,0.264,0.546,moderate,0.559,0.294,0.098,0.049,0.511,0.313,0.128,0.049
30,13794,245403,0.159,0.149,10,8,10,1,employee,wealth_generation,low,advisor,3,3,3,4,3,0.63,0.403,0.578,moderate,0.591,0.273,0.091,0.045,0.611,0.28,0.062,0.048
30,13807,249096,0.039,0.183,8,6,24,1,retired,education,low,advisor,2,4,2,3,2,0.53,0.393,0.434,moderate,0.625,0.25,0.083,0.042,0.595,0.238,0.076,0.091
47,13817,249206,0.285,0.338,29,6,7,2,employee,wealth_generation,low,books,2,4,2,1,2,0.47,0.307,0.404,moderate,0.567,0.288,0.096,0.048,0.577,0.279,0.116,0.029
30,13828,253432,0.217,0.328,12,11,9,1,employee,home_purchase,medium,advisor,2,2,4,1,2,0.45,0.316,0.412,moderate,0.583,0.278,0.093,0.046,0.667,0.292,0.019,0.022
33,13828,254688,0.075,0.382,10,3,2,3,employee,wealth_generation,low,none,3,3,3,2,2,0.54,0.276,0.456,moderate,0.521,0.319,0.106,0.053,0.545,0.306,0.087,0.062
32,13837,255500,0.318,0.136,16,5,8,2,retired,wealth_generation,low,online,2,4,3,3,4,0.63,0.369,0.544,moderate,0.575,0.283,0.094,0.047,0.607,0.292,0.06,0.042
31,13852,256221,0.203,0.205,8,16,9,5,employee,retirement,low,online,4,2,3,4,2,0.6,0.374,0.505,moderate,0.583,0.278,0.093,0.046,0.595,0.279,0.101,0.025
26,13862,256690,0.148,0.105,3,3,4,5,employee,wealth_generation,medium,books,1,3,3,4,2,0.5,0.406,0.453,moderate,0.541,0.306,0.102,0.051,0.555,0.278,0.094,0.072
31,13891,256754,0.175,0.274,13,4,1,3,employee,retirement,low,books,1,2,3,5,3,0.51,0.322,0.432,moderate,0.511,0.326,0.109,0.054,0.48,0.334,0.097,0.09
24,13893,257172,0.061,0.183,8,3,13,6,student,education,medium,friends,4,2,2,1,3,0.5,0.355,0.42,moderate,0.612,0.259,0.086,0.043,0.649,0.241,0.073,0.038
26,13897,257408,0.165,0.33,2,0,8,3,employee,education,high,none,2,4,2,5,5,0.68,0.313,0.492,moderate,0.575,0.283,0.094,0.047,0.588,0.329,0.048,0.035
25,13910,257586,0.048,0.0,6,4,2,4,retired,retirement,low,books,1,4,2,4,2,0.51,0.407,0.484,moderate,0.521,0.319,0.106,0.053,0.533,0.303,0.097,0.067
28,13911,258839,0.162,0.062,6,1,19,1,employee,wealth_generation,low,online,4,4,2,3,3,0.66,0.474,0.603,moderate,0.625,0.25,0.083,0.042,0.589,0.27,0.093,0.048
39,13918,263200,0.163,0.235,15,2,13,1,employee,retirement,medium,advisor,4,3,4,3,4,0.72,0.371,0.633,moderate,0.612,0.259,0.086,0.043,0.622,0.247,0.084,0.047
18,13924,265459,0.243,0.513,0,5,5,1,employee,wealth_generation,medium,online,2,3,4,4,3,0.62,0.223,0.444,moderate,0.55,0.3,0.1,0.05,0.487,0.33,0.117,0.066
31,13925,268045,0.2,0.439,11,0,20,2,employee,income,medium,advisor,3,4,3,4,3,0.68,0.286,0.533,moderate,0.625,0.25,0.083,0.042,0.604,0.277,0.085,0.034
19,13951,268201,0.102,0.629,1,10,7,4,employee,home_purchase,low,online,3,2,2,4,5,0.6,0.172,0.421,moderate,0.567,0.288,0.096,0.048,0.57,0.277,0.096,0.057
25,13952,271055,0.249,0.229,5,11,6,2,employee,retirement,low,books,3,3,4,3,1,0.58,0.356,0.486,moderate,0.559,0.294,0.098,0.049,0.554,0.294,0.073,0.079
33,13963,271063,0.167,0.051,16,5,21,1,employee,retirement,medium,friends,4,2,3,3,2,0.57,0.487,0.518,moderate,0.625,0.25,0.083,0.042,0.599,0.277,0.073,0.051
28,14021,272824,0.174,0.188,9,18,5,6,unemployed,education,low,books,3,4,3,4,5,0.74,0.324,0.575,moderate,0.55,0.3,0.1,0.05,0.578,0.312,0.069,0.041
22,14029,274026,0.081,0.325,5,9,20,4,retired,wealth_generation,low,advisor,5,3,3,3,4,0.73,0.317,0.606,moderate,0.625,0.25,0.083,0.042,0.606,0.322,0.0,0.072
24,14054,275211,0.237,0.111,6,10,18,3,employee,wealth_generation,medium,advisor,4,1,3,1,3,0.49,0.447,0.46,moderate,0.625,0.25,0.083,0.042,0.679,0.214,0.098,0.009
31,14056,275769,0.27,0.185,11,3,8,1,employee,home_purchase,high,books,2,2,4,2,3,0.51,0.382,0.471,moderate,0.575,0.283,0.094,0.047,0.584,0.279,0.101,0.036
24,14069,275877,0.212,0.059,0,12,2,5,employee,retirement,medium,friends,2,3,4,2,4,0.59,0.423,0.505,moderate,0.521,0.319,0.106,0.053,0.57,0.293,0.088,0.049
29,14083,276119,0.276,0.25,11,15,3,1,retired,retirement,high,books,3,3,3,4,4,0.66,0.309,0.476,moderate,0.531,0.312,0.104,0.052,0.578,0.305,0.048,0.069
28,14092,276129,0.113,0.147,7,3,4,4,employee,wealth_generation,low,none,3,3,4,4,3,0.67,0.389,0.553,moderate,0.541,0.306,0.102,0.051,0.5,0.325,0.127,0.048
24,14109,276622,0.238,0.084,5,9,20,4,employee,retirement,medium,none,4,4,5,1,4,0.75,0.467,0.694,aggressive,0.792,0.125,0.042,0.042,0.76,0.157,0.016,0.067
38,14119,276658,0.151,0.227,19,10,10,3,employee,wealth_generation,medium,friends,4,4,3,2,5,0.73,0.368,0.561,moderate,0.591,0.273,0.091,0.045,0.574,0.348,0.062,0.017
31,14131,278686,0.08,0.205,11,4,2,6,student,wealth_generation,low,none,3,3,5,2,4,0.68,0.317,0.506,moderate,0.521,0.319,0.106,0.053,0.501,0.332,0.129,0.038
18,14134,281571,0.187,0.273,0,6,12,1,self-employed,retirement,low,online,2,2,3,4,4,0.56,0.337,0.445,moderate,0.605,0.263,0.088,0.044,0.603,0.229,0.1,0.067
28,14138,282196,0.191,0.356,9,2,6,5,employee,retirement,low,online,4,2,2,3,3,0.56,0.298,0.509,moderate,0.559,0.294,0.098,0.049,0.581,0.325,0.063,0.031
24,14174,282397,0.11,0.098,1,3,7,3,employee,education,low,online,3,1,1,3,4,0.45,0.421,0.472,moderate,0.567,0.288,0.096,0.048,0.513,0.299,0.123,0.066
32,14184,282738,0.024,0.377,8,1,5,4,student,education,low,books,2,4,2,3,3,0.56,0.255,0.457,moderate,0.55,0.3,0.1,0.05,0.602,0.29,0.108,0.0
24,14210,282817,0.089,0.032,0,7,17,7,employee,wealth_generation,high,online,3,2,1,4,1,0.44,0.485,0.499,moderate,0.625,0.25,0.083,0.042,0.597,0.224,0.133,0.046
27,14219,283809,0.133,0.239,3,8,1,4,employee,retirement,medium,books,2,4,3,3,4,0.63,0.34,0.541,moderate,0.511,0.326,0.109,0.054,0.523,0.341,0.096,0.04
30,14219,283834,0.081,0.291,13,14,10,5,employee,wealth_generation,low,friends,4,3,2,5,3,0.67,0.338,0.534,moderate,0.591,0.273,0.091,0.045,0.64,0.264,0.097,0.0
32,14242,285473,0.088,0.511,14,7,3,1,employee,retirement,high,friends,3,3,2,3,4,0.59,0.222,0.429,moderate,0.531,0.312,0.104,0.052,0.556,0.301,0.066,0.077
21,14243,285549,0.132,0.286,1,4,12,5,employee,home_purchase,low,books,2,3,4,3,3,0.59,0.346,0.523,moderate,0.605,0.263,0.088,0.044,0.579,0.296,0.107,0.018
26,14248,287394,0.293,0.123,10,1,9,5,employee,wealth_generation,low,online,4,3,1,5,2,0.6,0.416,0.53,moderate,0.583,0.278,0.093,0.046,0.556,0.276,0.096,0.071
25,14252,288137,0.209,0.265,6,13,2,7,employee,retirement,high,online,3,2,2,3,3,0.51,0.331,0.411,moderate,0.521,0.319,0.106,0.053,0.498,0.321,0.129,0.052
24,14296,288375,0.117,0.222,4,6,11,6,employee,retirement,high,online,2,5,3,4,3,0.68,0.374,0.573,moderate,0.598,0.268,0.089,0.045,0.577,0.259,0.077,0.086
36,14302,290500,0.284,0.252,12,10,13,2,employee,income,medium,books,4,1,2,2,2,0.45,0.365,0.406,moderate,0.612,0.259,0.086,0.043,0.572,0.284,0.07,0.074
30,14317,292746,0.182,0.142,7,0,7,3,retired,retirement,medium,books,4,4,3,3,5,0.76,0.367,0.636,moderate,0.567,0.288,0.096,0.048,0.592,0.289,0.104,0.015
21,14351,293915,0.144,0.259,5,6,17,6,employee,home_purchase,low,online,3,1,4,4,4,0.6,0.372,0.48,moderate,0.625,0.25,0.083,0.042,0.597,0.259,0.115,0.03
32,14357,295766,0.147,0.119,14,4,9,4,employee,income,low,online,4,2,4,3,4,0.67,0.418,0.586,moderate,0.583,0.278,0.093,0.046,0.626,0.258,0.076,0.04
38,14385,295866,0.136,0.354,20,0,16,3,employee,retirement,high,books,5,3,4,4,3,0.77,0.322,0.596,moderate,0.625,0.25,0.083,0.042,0.704,0.235,0.056,0.006
33,14407,298994,0.098,0.293,12,11,13,1,self-employed,wealth_generation,low,online,5,4,2,3,4,0.74,0.331,0.582,moderate,0.612,0.259,0.086,0.043,0.602,0.295,0.064,0.038
20,14449,299073,0.131,0.076,1,7,20,2,self-employed,wealth_generation,low,friends,5,4,3,4,3,0.78,0.455,0.658,aggressive,0.792,0.125,0.042,0.042,0.744,0.14,0.048,0.067
25,14458,300119,0.158,0.438,6,5,12,4,self-employed,wealth_generation,medium,friends,2,4,3,5,3,0.66,0.262,0.495,moderate,0.605,0.263,0.088,0.044,0.601,0.274,0.084,0.041
34,14480,301241,0.159,0.302,18,11,6,5,employee,retirement,medium,online,4,2,4,3,3,0.64,0.325,0.529,moderate,0.559,0.294,0.098,0.049,0.603,0.284,0.087,0.026
24,14484,301866,0.209,0.192,5,6,18,3,employee,wealth_generation,low,online,3,2,3,4,1,0.52,0.409,0.484,moderate,0.625,0.25,0.083,0.042,0.681,0.219,0.1,0.001
30,14485,304723,0.125,0.05,14,0,17,1,employee,retirement,low,online,4,3,3,1,3,0.59,0.478,0.548,moderate,0.625,0.25,0.083,0.042,0.643,0.217,0.088,0.051
31,14519,306755,0.198,0.308,11,15,26,4,employee,retirement,low,books,2,3,1,2,3,0.44,0.369,0.448,moderate,0.625,0.25,0.083,0.042,0.615,0.268,0.096,0.021
23,14533,308069,0.168,0.213,5,4,4,6,employee,wealth_generation,low,books,3,4,1,3,3,0.57,0.361,0.446,moderate,0.541,0.306,0.102,0.051,0.552,0.311,0.13,0.007
27,14596,309594,0.293,0.453,7,12,13,3,retired,wealth_generation,medium,online,3,2,4,5,1,0.59,0.246,0.47,moderate,0.612,0.259,0.086,0.043,0.599,0.255,0.073,0.073
18,14612,311119,0.131,0.04,0,11,11,6,employee,retirement,low,online,2,2,3,4,4,0.56,0.464,0.528,moderate,0.598,0.268,0.089,0.045,0.567,0.284,0.066,0.083
22,14636,312593,0.254,0.044,2,2,15,2,employee,income,medium,books,3,3,3,4,4,0.66,0.475,0.601,moderate,0.625,0.25,0.083,0.042,0.627,0.2,0.116,0.058
26,14724,312871,0.225,0.499,7,6,27,5,employee,retirement,low,online,4,1,3,3,4,0.58,0.269,0.474,moderate,0.625,0.25,0.083,0.042,0.645,0.237,0.059,0.058
21,14764,313159,0.181,0.525,0,1,12,5,employee,income,low,online,3,4,3,4,4,0.71,0.231,0.538,moderate,0.605,0.263,0.088,0.044,0.613,0.266,0.119,0.002
36,14784,314146,0.184,0.033,15,5,15,7,employee,retirement,low,advisor,1,2,4,3,4,0.52,0.481,0.493,moderate,0.625,0.25,0.083,0.042,0.575,0.261,0.074,0.09
20,14800,315548,0.053,0.342,3,10,9,5,employee,retirement,low,advisor,3,4,2,3,3,0.61,0.314,0.472,moderate,0.583,0.278,0.093,0.046,0.612,0.246,0.135,0.007
25,14838,316890,0.283,0.153,9,3,8,2,retired,retirement,medium,advisor,2,4,1,3,2,0.49,0.367,0.455,moderate,0.575,0.283,0.094,0.047,0.559,0.28,0.102,0.06
28,14840,318845,0.061,0.336,12,2,8,6,student,wealth_generation,low,advisor,2,4,2,2,4,0.56,0.282,0.493,moderate,0.575,0.283,0.094,0.047,0.633,0.215,0.069,0.083
35,14852,320635,0.165,0.423,19,7,2,4,unemployed,wealth_generation,low,advisor,2,4,4,2,4,0.64,0.227,0.469,moderate,0.521,0.319,0.106,0.053,0.491,0.315,0.146,0.048
20,14853,321023,0.119,0.09,0,7,8,1,unemployed,income,low,advisor,1,3,2,2,3,0.43,0.377,0.378,moderate,0.575,0.283,0.094,0.047,0.58,0.284,0.136,0.0
33,14856,321805,0.139,0.16,13,9,5,1,self-employed,education,medium,online,4,2,3,3,2,0.57,0.373,0.515,moderate,0.55,0.3,0.1,0.05,0.596,0.29,0.089,0.025
28,14870,323413,0.175,0.029,9,10,11,3,student,retirement,low,online,2,3,3,4,3,0.58,0.422,0.492,moderate,0.598,0.268,0.089,0.045,0.636,0.223,0.142,0.0
23,14905,324156,0.258,0.048,3,9,11,5,employee,retirement,low,online,3,4,3,2,4,0.65,0.461,0.584,moderate,0.598,0.268,0.089,0.045,0.629,0.268,0.103,0.0
30,14916,324994,0.145,0.035,6,12,17,4,employee,retirement,low,advisor,2,3,2,2,1,0.42,0.487,0.417,moderate,0.625,0.25,0.083,0.042,0.616,0.271,0.091,0.022
28,14921,325892,0.331,0.382,10,3,11,3,retired,wealth_generation,low,online,3,1,4,4,2,0.54,0.275,0.425,moderate,0.598,0.268,0.089,0.045,0.539,0.286,0.109,0.066
24,14932,326743,0.171,0.185,6,7,11,0,employee,retirement,low,online,5,5,3,3,3,0.8,0.395,0.638,moderate,0.598,0.268,0.089,0.045,0.613,0.272,0.069,0.046
28,14941,326864,0.079,0.257,11,5,7,3,self-employed,retirement,low,books,5,2,3,4,4,0.71,0.335,0.551,moderate,0.567,0.288,0.096,0.048,0.609,0.308,0.083,0.0
26,14978,327839,0.087,0.375,3,16,19,1,self-employed,wealth_generation,low,online,3,4,3,3,4,0.68,0.307,0.538,moderate,0.625,0.25,0.083,0.042,0.638,0.274,0.066,0.021
28,15011,328173,0.198,0.257,6,6,4,3,employee,retirement,medium,advisor,3,3,2,5,3,0.62,0.343,0.519,moderate,0.541,0.306,0.102,0.051,0.495,0.353,0.092,0.06
31,15024,328839,0.037,0.234,14,16,27,8,self-employed,retirement,high,books,4,5,2,4,3,0.74,0.398,0.588,moderate,0.625,0.25,0.083,0.042,0.619,0.216,0.134,0.031
35,15036,332385,0.149,0.015,16,10,11,5,employee,retirement,low,online,5,2,2,3,3,0.61,0.478,0.541,moderate,0.598,0.268,0.089,0.045,0.537,0.331,0.111,0.021
21,15053,332607,0.075,0.284,0,10,6,2,student,wealth_generation,medium,books,3,5,3,2,3,0.67,0.3,0.56,moderate,0.559,0.294,0.098,0.049,0.619,0.262,0.094,0.025
38,15068,333177,0.14,0.105,22,6,9,4,retired,retirement,low,advisor,3,3,2,1,3,0.5,0.393,0.45,moderate,0.583,0.278,0.093,0.046,0.558,0.307,0.039,0.096
18,15082,333192,0.206,0.364,2,6,1,3,employee,education,low,online,3,2,4,4,3,0.62,0.287,0.496,moderate,0.511,0.326,0.109,0.054,0.566,0.314,0.084,0.035
27,15144,333590,0.145,0.168,4,7,5,1,employee,education,low,none,3,5,2,3,3,0.66,0.387,0.51,moderate,0.55,0.3,0.1,0.05,0.59,0.309,0.051,0.05
30,15169,335525,0.079,0.324,9,4,8,8,self-employed,wealth_generation,medium,online,3,4,2,2,3,0.58,0.308,0.525,moderate,0.575,0.283,0.094,0.047,0.571,0.254,0.099,0.077
